ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
STRG.3773.1_ORF_5	2887	+	2	2483	2725	243	0.398	0.0754970992184478	2.22044604925031e-16
STRG.3786.1_ORF_1	1239	+	2	8	1075	1068	1.0128	0.260618036983929	0.000962334318915792
STRG.3786.1_ORF_2	1239	+	3	885	1202	318	0.8955	0.0553370419468086	2.22044604925031e-16
STRG.3786.1_ORF_3	1239	-	2	1070	903	168	0.9338	0.120809275782059	2.22044604925031e-16
STRG.3786.1_ORF_4	1239	-	2	464	318	147	1.1453	0.0136599908014654	2.22044604925031e-16
STRG.3786.1_ORF_5	1239	-	1	600	478	123	1.1863	0.259537537316336	2.22044604925031e-16
STRG.3787.2_ORF_1	1002	+	1	256	855	600	1.0926	0.412920236399845	2.22044604925031e-16
STRG.3787.2_ORF_2	1002	-	3	604	197	408	1.1023	0.094794765273243	2.22044604925031e-16
STRG.3787.2_ORF_3	1002	-	1	456	334	123	1.1867	-0.123507434907617	2.22044604925031e-16
STRG.3787.2_ORF_4	1002	-	2	497	378	120	0.8609	-0.0467785019970425	2.22044604925031e-16
STRG.3787.2_ORF_5	1002	+	3	603	710	108	1.0382	0.0853723628277186	2.22044604925031e-16
STRG.3944.1_ORF_1	689	+	1	1	594	594	0.83	0.359061669169657	0.0535209297932175
STRG.3944.1_ORF_2	689	+	2	518	625	108	0.6643	-0.00611821448435297	2.22044604925031e-16
STRG.3944.1_ORF_3	689	+	2	209	292	84	1.0917	0.0515391230298698	2.22044604925031e-16
STRG.3944.1_ORF_4	689	-	1	170	87	84	0.8577	-0.349677694148792	2.22044604925031e-16
STRG.3962.4_ORF_1	2682	+	3	546	1862	1317	1.0541	0.362886999854996	2.22044604925031e-16
STRG.3962.4_ORF_2	2682	+	1	880	1152	273	1.1183	-0.0278325297365276	2.22044604925031e-16
STRG.3962.4_ORF_3	2682	-	2	530	267	264	0.8708	0.0426969730740409	2.22044604925031e-16
STRG.3962.4_ORF_4	2682	+	2	2300	2521	222	0.6318	-0.376326798321576	2.22044604925031e-16
STRG.3962.4_ORF_5	2682	+	1	454	639	186	0.8671	-0.0405218500050984	2.22044604925031e-16
STRG.3962.8_ORF_1	2589	+	3	141	1769	1629	1.0793	0.342143517997706	2.22044604925031e-16
STRG.3962.8_ORF_2	2589	-	2	437	27	411	1.0367	0.100317517266509	2.22044604925031e-16
STRG.3962.8_ORF_3	2589	+	1	787	1059	273	1.1183	-0.0278325297365276	2.22044604925031e-16
STRG.3962.8_ORF_4	2589	+	2	2207	2428	222	0.6318	-0.376326798321576	2.22044604925031e-16
STRG.3962.8_ORF_5	2589	+	1	361	546	186	0.8671	-0.0405218500050984	2.22044604925031e-16
STRG.3962.7_ORF_1	2508	+	3	12	1688	1677	1.0086	0.338292499657762	2.22044604925031e-16
STRG.3962.7_ORF_2	2508	-	2	356	66	291	1.0444	0.0601993102447916	2.22044604925031e-16
STRG.3962.7_ORF_3	2508	+	1	706	978	273	1.1183	-0.0278325297365276	2.22044604925031e-16
STRG.3962.7_ORF_4	2508	+	2	2126	2347	222	0.6318	-0.376326798321576	2.22044604925031e-16
STRG.3962.7_ORF_5	2508	+	1	280	465	186	0.8671	-0.0405218500050984	2.22044604925031e-16
STRG.3949.3_ORF_1	1006	+	2	185	895	711	1.0962	0.332573372616627	4.3933074520539e-12
STRG.3949.3_ORF_2	1006	+	1	715	921	207	0.8454	-0.0939924766488569	2.22044604925031e-16
STRG.3949.3_ORF_3	1006	-	1	262	107	156	0.6374	-0.0171221401596876	2.22044604925031e-16
STRG.3949.3_ORF_4	1006	-	1	703	566	138	0.7636	0.0901600703143936	2.22044604925031e-16
STRG.3949.3_ORF_5	1006	+	3	873	1004	132	0.7411	-0.440270375113122	2.22044604925031e-16
STRG.3983.1_ORF_1	1431	+	3	162	1376	1215	0.7233	0.206747015246025	1.17516950216017e-05
STRG.3983.1_ORF_2	1431	-	3	616	413	204	0.6736	-0.200330507012279	2.22044604925031e-16
STRG.3983.1_ORF_3	1431	-	2	818	633	186	0.8705	-0.0731969878276933	2.22044604925031e-16
STRG.3983.1_ORF_4	1431	+	1	718	888	171	0.8681	0.0428308843166249	2.22044604925031e-16
STRG.3983.1_ORF_5	1431	-	1	1002	832	171	0.7975	0.026346347103823	2.22044604925031e-16
STRG.4266.2_ORF_1	1386	+	2	35	1252	1218	0.848	0.188328027660881	0.00457290155194759
STRG.4266.2_ORF_2	1386	+	1	223	474	252	0.9112	-0.0703252741623455	2.22044604925031e-16
STRG.4266.2_ORF_3	1386	+	3	1224	1385	162	0.584	0.00120274199280544	2.22044604925031e-16
STRG.4266.2_ORF_4	1386	+	3	633	779	147	0.9206	-0.25976008955408	2.22044604925031e-16
STRG.4266.2_ORF_5	1386	+	1	79	219	141	0.4861	-0.117222945878409	2.22044604925031e-16
STRG.4364.2_ORF_1	1913	+	3	15	1790	1776	0.993	0.432890530333211	0.999312258345754
STRG.4364.2_ORF_2	1913	+	1	1585	1869	285	0.8278	-0.0835111490195984	2.22044604925031e-16
STRG.4364.2_ORF_3	1913	-	3	1431	1195	237	0.6178	0.119493852288104	2.22044604925031e-16
STRG.4364.2_ORF_4	1913	-	1	635	405	231	0.9571	-0.00465778184002903	2.22044604925031e-16
STRG.4364.2_ORF_5	1913	+	1	412	609	198	1.0819	-0.0880772045025124	2.22044604925031e-16
STRG.4605.1_ORF_1	1877	+	2	671	1762	1092	0.8602	0.251612858183092	2.22044604925031e-16
STRG.4605.1_ORF_2	1877	-	3	1341	961	381	0.6869	-0.12839350869193	2.22044604925031e-16
STRG.4605.1_ORF_3	1877	-	3	915	649	267	0.6985	-0.0202949567652315	2.22044604925031e-16
STRG.4605.1_ORF_4	1877	-	3	1758	1585	174	0.9929	0.0944242863093676	2.22044604925031e-16
STRG.4605.1_ORF_5	1877	-	2	1795	1628	168	0.801	-0.0900380885702706	2.22044604925031e-16
STRG.4492.1_ORF_1	3047	+	3	150	2396	2247	1.1354	0.43034103946138	2.22044604925031e-16
STRG.4492.1_ORF_2	3047	-	2	2215	1583	633	1.1546	0.207808421695884	2.22044604925031e-16
STRG.4492.1_ORF_3	3047	-	3	2103	1783	321	0.9551	-0.299579447087936	2.22044604925031e-16
STRG.4492.1_ORF_4	3047	-	2	343	140	204	0.7972	0.0234463505157181	2.22044604925031e-16
STRG.4492.1_ORF_5	3047	+	1	250	450	201	1.2681	-0.167599588745634	2.22044604925031e-16
STRG.4492.2_ORF_1	2979	+	3	150	2480	2331	1.0595	0.412515163884812	2.22044604925031e-16
STRG.4492.2_ORF_2	2979	-	3	2215	1583	633	1.1546	0.207808421695884	2.22044604925031e-16
STRG.4492.2_ORF_3	2979	-	1	2103	1783	321	0.9551	-0.299579447087936	2.22044604925031e-16
STRG.4492.2_ORF_4	2979	+	1	2257	2508	252	0.6156	-0.0160588540371977	2.22044604925031e-16
STRG.4492.2_ORF_5	2979	-	3	343	140	204	0.7972	0.0234463505157181	2.22044604925031e-16
STRG.4498.1_ORF_1	1678	+	1	16	1386	1371	0.9702	0.292097013223362	2.39453363352166e-09
STRG.4498.1_ORF_2	1678	-	3	1166	942	225	0.9303	-0.0575424657345497	2.22044604925031e-16
STRG.4498.1_ORF_3	1678	-	2	1425	1222	204	0.8593	-0.0097966827417641	2.22044604925031e-16
STRG.4498.1_ORF_4	1678	-	3	173	9	165	0.819	0.0988696104934499	2.22044604925031e-16
STRG.4498.1_ORF_5	1678	+	2	38	175	138	0.9128	0.00906427460126643	2.22044604925031e-16
STRG.4502.2_ORF_1	764	+	1	118	567	450	1.0195	0.414343962115562	2.22044604925031e-16
STRG.4502.2_ORF_2	764	+	2	254	442	189	0.9726	-0.0142221032506051	2.22044604925031e-16
STRG.4502.2_ORF_3	764	-	1	428	297	132	1.1282	0.143188355795093	2.22044604925031e-16
STRG.4502.2_ORF_4	764	-	2	499	404	96	1.0395	-0.135448978493918	2.22044604925031e-16
STRG.4515.2_ORF_1	1499	+	3	510	1124	615	1.1178	0.40586428042805	2.22044604925031e-16
STRG.4515.2_ORF_2	1499	+	3	18	452	435	1.0303	0.283630424389739	2.22044604925031e-16
STRG.4515.2_ORF_3	1499	+	1	589	858	270	1.139	-0.283871976217481	2.22044604925031e-16
STRG.4515.2_ORF_4	1499	-	3	1158	946	213	0.8877	0.11699054922284	2.22044604925031e-16
STRG.4515.2_ORF_5	1499	-	1	725	561	165	0.8691	0.00239055207935839	2.22044604925031e-16
STRG.4448.7_ORF_1	1193	+	3	87	749	663	0.8068	0.276217928080075	2.22044604925031e-16
STRG.4448.7_ORF_2	1193	-	1	1145	975	171	0.6862	-0.207743240481543	2.22044604925031e-16
STRG.4448.7_ORF_3	1193	-	1	788	651	138	0.9903	-0.184934058632198	2.22044604925031e-16
STRG.4448.7_ORF_4	1193	+	1	610	741	132	1.178	-0.26211447843216	2.22044604925031e-16
STRG.4448.7_ORF_5	1193	-	3	510	397	114	0.8609	0.0473084864095924	2.22044604925031e-16
STRG.4450.2_ORF_1	469	+	3	66	305	240	1.0183	0.254617045068507	2.3999449357221e-11
STRG.4450.2_ORF_2	469	+	1	274	468	195	0.9324	-0.0454792705554216	2.22044604925031e-16
STRG.4450.2_ORF_3	469	-	3	335	210	126	0.7998	-0.0239066926936276	2.22044604925031e-16
STRG.4450.2_ORF_4	469	-	2	243	121	123	0.9425	0.132499940103827	2.22044604925031e-16
STRG.4450.2_ORF_5	469	-	3	191	90	102	1.078	-0.0705207479203313	2.22044604925031e-16
STRG.4646.1_ORF_1	1467	+	3	423	1433	1011	0.963	0.407094760194917	2.22044604925031e-16
STRG.4646.1_ORF_2	1467	-	2	1019	738	282	0.6679	0.0782752334283654	2.22044604925031e-16
STRG.4646.1_ORF_3	1467	-	3	1414	1217	198	1.0591	0.00662014736926139	2.22044604925031e-16
STRG.4646.1_ORF_4	1467	-	3	1123	944	180	0.6492	0.0684201760968264	2.22044604925031e-16
STRG.4646.1_ORF_5	1467	-	1	1056	883	174	0.7703	0.00644093488835492	2.22044604925031e-16
STRG.4664.3_ORF_1	1616	+	3	9	1502	1494	1.0102	0.300059168944403	0.990975051074086
STRG.4664.3_ORF_2	1616	-	1	482	315	168	0.8927	-0.0984955345376928	2.22044604925031e-16
STRG.4664.3_ORF_3	1616	-	1	218	72	147	1.1752	-0.214060919639728	2.22044604925031e-16
STRG.4664.3_ORF_4	1616	+	1	757	900	144	1.074	-0.0376415086051562	2.22044604925031e-16
STRG.4664.3_ORF_5	1616	-	2	1126	986	141	0.7458	0.224203678903963	2.22044604925031e-16
STRG.4664.4_ORF_1	1610	+	3	9	1496	1488	1.0102	0.301595684994945	0.990389552919261
STRG.4664.4_ORF_2	1610	-	1	482	315	168	0.8927	-0.0984955345376928	2.22044604925031e-16
STRG.4664.4_ORF_3	1610	-	1	218	72	147	1.1752	-0.214060919639728	2.22044604925031e-16
STRG.4664.4_ORF_4	1610	+	1	757	900	144	1.074	-0.0376415086051562	2.22044604925031e-16
STRG.4664.4_ORF_5	1610	-	2	1126	986	141	0.7458	0.224203678903963	2.22044604925031e-16
STRG.4684.1_ORF_1	1867	+	3	123	1553	1431	0.5684	0.108169341276583	2.22044604925031e-16
STRG.4684.1_ORF_2	1867	-	1	1465	1223	243	0.402	0.176503697482678	2.22044604925031e-16
STRG.4684.1_ORF_3	1867	-	1	1675	1499	177	1.0762	-0.0299394404917634	2.22044604925031e-16
STRG.4684.1_ORF_4	1867	-	1	889	716	174	0.8932	0.0618232770427011	2.22044604925031e-16
STRG.4684.1_ORF_5	1867	-	2	297	133	165	0.9822	0.112386701185419	2.22044604925031e-16
STRG.4719.2_ORF_1	555	+	1	127	483	357	1.3087	0.577258220923403	6.37258668039701e-08
STRG.4719.2_ORF_2	555	-	2	350	36	315	1.019	0.0492789092428282	3.5580424119428e-12
STRG.4719.2_ORF_3	555	-	1	498	274	225	1.0476	-0.00305878092774328	2.22044604925031e-16
STRG.4719.2_ORF_4	555	+	2	239	373	135	1.1391	-0.00679403676026225	2.22044604925031e-16
STRG.4719.2_ORF_5	555	-	3	286	161	126	1.053	-0.191758132529454	2.22044604925031e-16
STRG.4728.1_ORF_1	587	+	1	106	429	324	0.6098	0.0935910796401004	2.16922050314916e-13
STRG.4728.1_ORF_2	587	-	2	319	155	165	0.682	0.00013595884637335	2.22044604925031e-16
STRG.4728.1_ORF_3	587	+	3	72	173	102	1.0217	0.0755033184463693	2.22044604925031e-16
STRG.4728.1_ORF_4	587	+	3	417	518	102	0.575	-0.0953161282908382	2.22044604925031e-16
STRG.4728.1_ORF_5	587	+	2	383	463	81	0.5232	-0.188124608182451	2.22044604925031e-16
STRG.4728.2_ORF_1	571	+	3	183	413	231	0.3701	0.0726036398488136	2.22044604925031e-16
STRG.4728.2_ORF_2	571	-	2	303	169	135	0.483	0.00275899939279934	2.22044604925031e-16
STRG.4728.2_ORF_3	571	+	2	401	502	102	0.575	-0.0953161282908382	2.22044604925031e-16
STRG.4728.2_ORF_4	571	+	3	72	158	87	0.7911	0.0819240573129865	2.22044604925031e-16
STRG.4728.2_ORF_5	571	+	1	367	447	81	0.5232	-0.188124608182451	2.22044604925031e-16
STRG.4733.1_ORF_1	2883	+	3	141	2081	1941	1.0453	0.49437410549555	2.22044604925031e-16
STRG.4733.1_ORF_2	2883	+	1	1165	1455	291	0.7146	-0.0120779486272291	2.22044604925031e-16
STRG.4733.1_ORF_3	2883	-	2	1301	1017	285	0.957	0.120123219862235	2.22044604925031e-16
STRG.4733.1_ORF_4	2883	-	3	2380	2141	240	0.602	-0.0433875008814498	2.22044604925031e-16
STRG.4733.1_ORF_5	2883	-	3	337	131	207	1.0249	0.265366475085537	2.22044604925031e-16
STRG.4529.2_ORF_1	404	-	2	313	71	243	0.8402	-0.0894742872987142	8.12144476451609e-09
STRG.4529.2_ORF_2	404	+	3	111	302	192	1.0849	-0.163013885653179	5.72676832198939e-12
STRG.4530.1_ORF_1	1490	+	1	535	1293	759	0.8819	0.20134978948109	2.22044604925031e-16
STRG.4530.1_ORF_2	1490	+	1	37	360	324	0.7483	-0.0701683817565033	2.22044604925031e-16
STRG.4530.1_ORF_3	1490	+	3	357	566	210	0.795	-0.265181017330356	2.22044604925031e-16
STRG.4530.1_ORF_4	1490	+	2	959	1156	198	0.9056	-0.0935598146426374	2.22044604925031e-16
STRG.4530.1_ORF_5	1490	-	1	260	126	135	1.0654	-0.00072894780483157	2.22044604925031e-16
STRG.4770.1_ORF_1	547	+	2	35	466	432	1.0925	0.342731453154024	0.000718094811562999
STRG.4770.1_ORF_2	547	-	1	256	59	198	1.1616	-0.0400002331441458	2.22044604925031e-16
STRG.4770.1_ORF_3	547	-	2	192	55	138	1.0358	-0.28075299427243	2.22044604925031e-16
STRG.4770.1_ORF_4	547	+	1	16	111	96	1.117	0.179510754463529	2.22044604925031e-16
STRG.4770.1_ORF_5	547	+	1	337	420	84	0.837	0.165774137782915	2.22044604925031e-16
STRG.4700.1_ORF_1	3562	+	2	29	1621	1593	1.1092	0.395690561672138	2.22044604925031e-16
STRG.4700.1_ORF_2	3562	-	1	1174	710	465	0.9382	0.175272473613146	2.22044604925031e-16
STRG.4700.1_ORF_3	3562	-	1	577	170	408	1.3068	0.0682852420557161	2.22044604925031e-16
STRG.4700.1_ORF_4	3562	-	3	2261	1905	357	0.9164	-0.0127212890289524	2.22044604925031e-16
STRG.4700.1_ORF_5	3562	+	3	1578	1919	342	0.5431	-0.19741051021593	2.22044604925031e-16
STRG.4993.2_ORF_1	2366	+	3	9	2270	2262	1.0038	0.322759389880228	0.999999939676606
STRG.4993.2_ORF_2	2366	+	1	235	468	234	0.9912	-0.0754059118754732	2.22044604925031e-16
STRG.4993.2_ORF_3	2366	-	2	1180	968	213	0.989	0.12345355813749	2.22044604925031e-16
STRG.4993.2_ORF_4	2366	+	2	1175	1378	204	1.0916	-0.293428590872523	2.22044604925031e-16
STRG.4993.2_ORF_5	2366	+	1	2101	2247	147	0.8751	-0.0124403693421514	2.22044604925031e-16
STRG.4994.1_ORF_1	828	+	1	187	780	594	0.9607	0.198978973822754	6.65588249955644e-10
STRG.4994.1_ORF_2	828	-	2	764	522	243	1.0612	-0.216532307498942	2.22044604925031e-16
STRG.4994.1_ORF_3	828	+	2	548	787	240	1.09	-0.0557045506392113	2.22044604925031e-16
STRG.4994.1_ORF_4	828	+	2	380	487	108	0.8791	-0.0125032486285052	2.22044604925031e-16
STRG.4994.1_ORF_5	828	-	3	448	359	90	0.6764	-0.096969409783216	2.22044604925031e-16
STRG.5006.1_ORF_1	2348	+	1	7	1356	1350	1.1321	0.373733360584896	2.22044604925031e-16
STRG.5006.1_ORF_2	2348	+	3	1356	1859	504	1.0756	0.306222819748561	2.22044604925031e-16
STRG.5006.1_ORF_3	2348	+	2	290	499	210	0.9896	-0.158176655681753	2.22044604925031e-16
STRG.5006.1_ORF_4	2348	+	1	1780	1959	180	0.6739	0.0154295509560583	2.22044604925031e-16
STRG.5006.1_ORF_5	2348	-	2	2164	1988	177	0.5951	-0.261698098010608	2.22044604925031e-16
STRG.5006.3_ORF_1	2361	+	2	59	1369	1311	1.0723	0.376774142281665	2.22044604925031e-16
STRG.5006.3_ORF_2	2361	+	1	1369	1872	504	1.0756	0.306222819748561	2.22044604925031e-16
STRG.5006.3_ORF_3	2361	+	3	303	512	210	0.9896	-0.158176655681753	2.22044604925031e-16
STRG.5006.3_ORF_4	2361	+	2	1793	1972	180	0.6739	0.0154295509560583	2.22044604925031e-16
STRG.5006.3_ORF_5	2361	-	2	2177	2001	177	0.5951	-0.261698098010608	2.22044604925031e-16
STRG.5047.2_ORF_1	1438	+	2	614	1414	801	0.8398	0.192507601052709	2.22044604925031e-16
STRG.5047.2_ORF_2	1438	+	3	1140	1421	282	1.231	-0.213240396546283	2.22044604925031e-16
STRG.5047.2_ORF_3	1438	+	3	126	287	162	0.7695	0.10741660262294	2.22044604925031e-16
STRG.5047.2_ORF_4	1438	+	1	94	213	120	0.46	-0.167821825565736	2.22044604925031e-16
STRG.5047.2_ORF_5	1438	-	3	887	768	120	0.7611	0.0501492156971345	2.22044604925031e-16
STRG.5133.4_ORF_1	2446	+	1	28	2286	2259	1.0441	0.456333588149645	0.999323819687583
STRG.5133.4_ORF_2	2446	+	2	335	862	528	0.9114	0.0070834023140015	2.22044604925031e-16
STRG.5133.4_ORF_3	2446	+	2	1478	1879	402	1.0838	0.0654176417831547	2.22044604925031e-16
STRG.5133.4_ORF_4	2446	-	3	1118	771	348	1.2161	0.116405139107401	2.22044604925031e-16
STRG.5133.4_ORF_5	2446	-	2	2139	1852	288	0.9984	0.161842596878041	2.22044604925031e-16
STRG.5407.2_ORF_1	243	+	2	92	226	135	0.6881	-0.028078551267649	2.0450277829725e-06
STRG.5407.2_ORF_2	243	+	3	120	242	123	0.7572	-0.240070772998939	9.23268859315418e-08
STRG.5407.2_ORF_3	243	+	1	16	117	102	0.8801	-0.0653288765855812	2.07556499742175e-08
STRG.5412.2_ORF_1	1719	+	1	82	1023	942	0.6996	0.20189475888506	2.22044604925031e-16
STRG.5412.2_ORF_2	1719	-	3	604	395	210	0.8632	0.158310438583438	2.22044604925031e-16
STRG.5412.2_ORF_3	1719	+	3	390	587	198	0.9134	0.012878611141253	2.22044604925031e-16
STRG.5412.2_ORF_4	1719	-	2	659	501	159	0.8807	0.0350012766116162	2.22044604925031e-16
STRG.5412.2_ORF_5	1719	+	2	11	166	156	1.0964	-0.338178180888949	2.22044604925031e-16
STRG.5412.4_ORF_1	1728	+	1	82	1032	951	0.7208	0.200546467268857	2.22044604925031e-16
STRG.5412.4_ORF_2	1728	-	2	668	510	159	0.8807	0.0350012766116162	2.22044604925031e-16
STRG.5412.4_ORF_3	1728	+	2	11	166	156	1.0964	-0.338178180888949	2.22044604925031e-16
STRG.5412.4_ORF_4	1728	-	3	613	461	153	0.7536	0.100827825339033	2.22044604925031e-16
STRG.5412.4_ORF_5	1728	+	2	1181	1318	138	0.9063	-0.436363849659036	2.22044604925031e-16
STRG.4908.2_ORF_1	1027	+	3	156	911	756	0.7953	0.200535494913886	4.40545354765556e-11
STRG.4908.2_ORF_2	1027	-	3	845	300	546	0.916	0.1302984296394	2.22044604925031e-16
STRG.4908.2_ORF_3	1027	-	2	894	745	150	1.0503	-0.0954424060479633	2.22044604925031e-16
STRG.4908.2_ORF_4	1027	-	1	328	200	129	0.8906	0.0216651946577243	2.22044604925031e-16
STRG.4908.2_ORF_5	1027	+	2	218	313	96	0.7275	0.153633372782135	2.22044604925031e-16
STRG.4908.3_ORF_1	1463	-	3	1281	664	618	0.9608	0.12232371906164	2.22044604925031e-16
STRG.4908.3_ORF_2	1463	+	1	742	1347	606	0.9889	0.290165028354279	2.22044604925031e-16
STRG.4908.3_ORF_3	1463	-	2	427	200	228	0.7218	-0.0931968902876705	2.22044604925031e-16
STRG.4908.3_ORF_4	1463	+	3	156	371	216	0.6573	-0.19969993035595	2.22044604925031e-16
STRG.4908.3_ORF_5	1463	+	2	218	376	159	1.0268	0.147597666432555	2.22044604925031e-16
STRG.4960.1_ORF_1	1291	+	3	66	977	912	0.6518	0.107986605418573	2.22044604925031e-16
STRG.4960.1_ORF_2	1291	+	2	1124	1285	162	0.6998	-0.613043470294178	2.22044604925031e-16
STRG.4960.1_ORF_3	1291	+	1	1135	1290	156	0.6944	-0.409245839811201	2.22044604925031e-16
STRG.4960.1_ORF_4	1291	-	2	111	1	111	0.9449	0.0708125388476892	2.22044604925031e-16
STRG.4960.1_ORF_5	1291	+	2	206	313	108	0.6786	0.0711945883384921	2.22044604925031e-16
STRG.5254.1_ORF_1	317	+	2	20	295	276	0.7714	0.143157125733526	0.149715658916967
STRG.5254.1_ORF_2	317	-	2	247	41	207	1.0091	0.172513614872424	2.22249683307417e-05
STRG.5254.1_ORF_3	317	+	3	132	302	171	1.0087	0.081106353867752	8.49742184238675e-08
STRG.5254.1_ORF_4	317	-	3	144	1	144	0.7864	-0.187486552035437	2.52357597162419e-10
STRG.5179.2_ORF_1	3882	+	2	14	3658	3645	0.847	0.273551441805184	0.999999950206766
STRG.5179.2_ORF_2	3882	-	1	1779	1606	174	0.4882	-0.187635362536368	2.22044604925031e-16
STRG.5179.2_ORF_3	3882	+	3	2880	3032	153	0.8598	-0.155397748126245	2.22044604925031e-16
STRG.5179.2_ORF_4	3882	-	3	475	326	150	0.7974	-0.0262628773633924	2.22044604925031e-16
STRG.5179.2_ORF_5	3882	-	1	3240	3100	141	0.6681	0.109462578284342	2.22044604925031e-16
STRG.5216.3_ORF_1	1351	+	2	344	1261	918	1.2504	0.295926799597246	2.22044604925031e-16
STRG.5216.3_ORF_2	1351	-	2	987	760	228	1.2117	0.0327477357510697	2.22044604925031e-16
STRG.5216.3_ORF_3	1351	-	1	466	299	168	1.1657	-0.12219606511752	2.22044604925031e-16
STRG.5216.3_ORF_4	1351	-	2	270	106	165	0.9821	-0.180531163267355	2.22044604925031e-16
STRG.5216.3_ORF_5	1351	+	1	259	408	150	0.8044	0.00476049765161252	2.22044604925031e-16
STRG.5609.1_ORF_1	2376	+	3	732	2315	1584	0.9097	0.161683179792324	2.22044604925031e-16
STRG.5609.1_ORF_2	2376	-	1	309	1	309	0.6942	-0.0940592561021395	2.22044604925031e-16
STRG.5609.1_ORF_3	2376	+	2	566	847	282	0.4644	-0.163563073113421	2.22044604925031e-16
STRG.5609.1_ORF_4	2376	-	2	2075	1821	255	0.9368	0.183063289539189	2.22044604925031e-16
STRG.5609.1_ORF_5	2376	-	2	536	303	234	0.6891	-0.175718543821116	2.22044604925031e-16
STRG.5383.1_ORF_1	1228	+	1	70	1098	1029	0.9369	0.359110748085895	3.49744034420141e-05
STRG.5383.1_ORF_2	1228	-	1	1210	956	255	0.6369	-0.0667169455876351	2.22044604925031e-16
STRG.5383.1_ORF_3	1228	+	2	884	1123	240	0.5552	-0.0318827642198133	2.22044604925031e-16
STRG.5383.1_ORF_4	1228	-	2	885	661	225	0.8724	0.0743427497205649	2.22044604925031e-16
STRG.5383.1_ORF_5	1228	+	2	56	256	201	1.233	-0.156655917168191	2.22044604925031e-16
STRG.5470.2_ORF_1	961	+	1	499	783	285	1.0024	0.342041936544467	2.22044604925031e-16
STRG.5470.2_ORF_2	961	-	1	286	77	210	0.3644	-0.195878114139835	2.22044604925031e-16
STRG.5470.2_ORF_3	961	+	2	449	625	177	0.9927	0.109298749733929	2.22044604925031e-16
STRG.5470.2_ORF_4	961	+	3	336	476	141	0.8622	-0.181958688196951	2.22044604925031e-16
STRG.5470.2_ORF_5	961	-	3	725	600	126	0.8664	-0.0810525811408443	2.22044604925031e-16
STRG.5551.1_ORF_1	557	-	2	256	74	183	0.9893	0.0874260563230307	2.22044604925031e-16
STRG.5551.1_ORF_2	557	+	1	331	441	111	0.6747	-0.0434622786487352	2.22044604925031e-16
STRG.5551.1_ORF_3	557	+	2	179	274	96	1.1054	0.212668132759357	2.22044604925031e-16
STRG.5551.1_ORF_4	557	+	2	38	124	87	0.632	0.0924856378320638	2.22044604925031e-16
STRG.5551.1_ORF_5	557	+	3	261	347	87	0.7143	0.29879784915199	2.22044604925031e-16
STRG.5557.2_ORF_1	2586	+	2	20	1237	1218	1.2446	0.275192579892783	2.22044604925031e-16
STRG.5557.2_ORF_2	2586	+	2	1364	2332	969	1.1536	0.369765024460725	2.22044604925031e-16
STRG.5557.2_ORF_3	2586	-	2	677	246	432	1.1557	0.0633003738089098	2.22044604925031e-16
STRG.5557.2_ORF_4	2586	-	3	661	302	360	1.2385	-0.145025411047273	2.22044604925031e-16
STRG.5557.2_ORF_5	2586	-	3	2155	1910	246	0.9862	-0.218001728069063	2.22044604925031e-16
STRG.5560.2_ORF_1	1079	+	3	360	1022	663	0.6221	0.282842044338049	2.22044604925031e-16
STRG.5560.2_ORF_2	1079	+	1	1	291	291	0.8581	0.0151534029839262	2.22044604925031e-16
STRG.5560.2_ORF_3	1079	-	3	228	61	168	0.9181	-0.0362248482224473	2.22044604925031e-16
STRG.5560.2_ORF_4	1079	-	2	538	395	144	0.6206	0.158941177277304	2.22044604925031e-16
STRG.5560.2_ORF_5	1079	-	3	375	250	126	0.9125	0.0263731078996573	2.22044604925031e-16
STRG.5560.1_ORF_1	1031	+	3	3	974	972	0.6628	0.260439249974437	0.995586685123603
STRG.5560.1_ORF_2	1031	-	2	490	347	144	0.6206	0.158941177277304	2.22044604925031e-16
STRG.5560.1_ORF_3	1031	-	3	327	202	126	0.9125	0.0263731078996573	2.22044604925031e-16
STRG.5560.1_ORF_4	1031	-	3	180	55	126	1.0302	-0.115831747435322	2.22044604925031e-16
STRG.5560.1_ORF_5	1031	+	1	460	573	114	1.0688	-0.0817314049853281	2.22044604925031e-16
STRG.5579.3_ORF_1	891	+	3	108	776	669	1.0199	0.286950352335557	1.48655187449065e-08
STRG.5579.3_ORF_2	891	+	2	485	691	207	1.0017	-0.11253686165838	2.22044604925031e-16
STRG.5579.3_ORF_3	891	-	2	689	483	207	1.0997	0.210465777031457	2.22044604925031e-16
STRG.5579.3_ORF_4	891	-	3	394	218	177	1.0725	0.0872482651052768	2.22044604925031e-16
STRG.5741.1_ORF_1	737	+	2	344	712	369	0.9831	0.281142648981374	2.22044604925031e-16
STRG.5741.1_ORF_2	737	-	2	568	299	270	0.8913	-0.0340965492276368	2.22044604925031e-16
STRG.5741.1_ORF_3	737	+	3	384	635	252	1.0033	0.115604721804259	2.22044604925031e-16
STRG.5741.1_ORF_4	737	+	1	547	669	123	0.6169	0.0228692490491517	2.22044604925031e-16
STRG.5741.1_ORF_5	737	-	3	186	64	123	0.6647	0.0732316299216853	2.22044604925031e-16
STRG.5692.1_ORF_1	324	-	3	160	5	156	0.4366	-0.099755296554144	7.40986324632698e-10
